Datetime,Frequency (kHz),Capacitance (nF),Resistance (kOhm)
2024-02-29 12:59:52,0.333908,958.34648,0.0
2024-02-29 12:59:52,0.333741,958.34648,0.0
2024-02-29 12:59:53,0.333741,958.82664,0.0
2024-02-29 12:59:53,0.333722,958.82664,0.0
2024-02-29 12:59:53,0.333722,958.88,0.0
2024-02-29 12:59:53,0.332005,958.88,0.0
2024-02-29 12:59:53,0.332005,963.83992,0.0
2024-02-29 12:59:53,0.332778,963.83992,0.0
2024-02-29 12:59:54,0.332778,961.6,0.0
2024-02-29 12:59:54,0.33428,961.6,0.0
2024-02-29 12:59:54,0.33428,957.28024,0.0
2024-02-29 12:59:54,0.334299,957.28024,0.0
2024-02-29 12:59:54,0.334299,957.22664,0.0
2024-02-29 12:59:54,0.333555,957.22664,0.0
2024-02-29 12:59:54,0.333555,959.36,0.0
2024-02-29 12:59:55,0.334578,959.36,0.0
2024-02-29 12:59:55,0.334578,956.42664,0.0
2024-02-29 12:59:55,0.335401,956.42664,0.0
2024-02-29 12:59:56,0.335401,954.08,0.0
2024-02-29 12:59:56,0.333778,954.08,0.0
2024-02-29 12:59:56,0.333778,958.71992,0.0
2024-02-29 12:59:56,0.333166,958.71992,0.0
2024-02-29 12:59:56,0.333166,960.48,0.0
2024-02-29 12:59:56,0.332225,960.48,0.0
2024-02-29 12:59:56,0.332225,963.2,0.0
2024-02-29 12:59:57,0.330961,963.2,0.0
2024-02-29 12:59:57,0.330961,966.88,0.0
2024-02-29 12:59:57,0.333277,966.88,0.0
2024-02-29 12:59:57,0.333277,960.16,0.0
2024-02-29 12:59:57,0.333592,960.16,0.0
2024-02-29 12:59:57,0.333592,959.25344,0.0
2024-02-29 12:59:57,0.335064,959.25344,0.0
2024-02-29 12:59:58,0.335064,955.04,0.0
2024-02-29 12:59:58,0.33337,955.04,0.0
2024-02-29 12:59:58,0.33337,959.89328,0.0
2024-02-29 12:59:58,0.333074,959.89328,0.0
2024-02-29 12:59:58,0.333074,960.74648,0.0
2024-02-29 12:59:58,0.335701,960.74648,0.0
2024-02-29 12:59:59,0.335701,953.2268,0.0
2024-02-29 12:59:59,0.332889,953.2268,0.0
2024-02-29 12:59:59,0.332889,961.28,0.0
2024-02-29 12:59:59,0.334522,961.28,0.0
2024-02-29 12:59:59,0.334522,956.58664,0.0
2024-02-29 12:59:59,0.332557,956.58664,0.0
2024-02-29 12:59:59,0.332557,962.24,0.0
2024-02-29 13:00:00,0.332446,962.24,0.0
2024-02-29 13:00:00,0.332446,962.56,0.0
2024-02-29 13:00:00,0.334057,962.56,0.0
2024-02-29 13:00:00,0.334057,957.92,0.0
2024-02-29 13:00:00,0.332686,957.92,0.0
2024-02-29 13:00:00,0.332686,961.86672,0.0
2024-02-29 13:00:00,0.333574,961.86672,0.0
2024-02-29 13:00:01,0.333574,959.30648,0.0
2024-02-29 13:00:01,0.335946,959.30648,0.0
2024-02-29 13:00:01,0.335946,952.53328,0.0
2024-02-29 13:00:01,0.335027,952.53328,0.0
2024-02-29 13:00:01,0.335027,955.1468,0.0
2024-02-29 13:00:02,0.335139,955.1468,0.0
2024-02-29 13:00:02,0.335139,954.8268,0.0
2024-02-29 13:00:02,0.333648,954.8268,0.0
2024-02-29 13:00:02,0.333648,959.09344,0.0
2024-02-29 13:00:03,0.333277,959.09344,0.0
2024-02-29 13:00:03,0.333277,960.16,0.0
2024-02-29 13:00:03,0.332981,960.16,0.0
2024-02-29 13:00:03,0.332981,961.01352,0.0
2024-02-29 13:00:03,0.335045,961.01352,0.0
2024-02-29 13:00:03,0.335045,955.09344,0.0
2024-02-29 13:00:03,0.334205,955.09344,0.0
2024-02-29 13:00:04,0.334205,957.49344,0.0
2024-02-29 13:00:04,0.333296,957.49344,0.0
2024-02-29 13:00:04,0.333296,960.10664,0.0
2024-02-29 13:00:04,0.33469,960.10664,0.0
2024-02-29 13:00:04,0.33469,956.10664,0.0
2024-02-29 13:00:05,0.333185,956.10664,0.0
2024-02-29 13:00:05,0.333185,960.4268,0.0
2024-02-29 13:00:05,0.333871,960.4268,0.0
2024-02-29 13:00:05,0.333871,958.45344,0.0
2024-02-29 13:00:05,0.333722,958.45344,0.0
2024-02-29 13:00:05,0.333722,958.88,0.0
2024-02-29 13:00:05,0.333463,958.88,0.0
2024-02-29 13:00:06,0.333463,959.62664,0.0
2024-02-29 13:00:06,0.334765,959.62664,0.0
2024-02-29 13:00:06,0.334765,955.89344,0.0
2024-02-29 13:00:06,0.332649,955.89344,0.0
2024-02-29 13:00:06,0.332649,961.97344,0.0
2024-02-29 13:00:06,0.335551,961.97344,0.0
2024-02-29 13:00:07,0.335551,953.6532,0.0
2024-02-29 13:00:07,0.335064,953.6532,0.0
2024-02-29 13:00:07,0.335064,955.04,0.0
2024-02-29 13:00:07,0.332815,955.04,0.0
2024-02-29 13:00:07,0.332815,961.49344,0.0
2024-02-29 13:00:08,0.333648,961.49344,0.0
2024-02-29 13:00:08,0.333648,959.09344,0.0
2024-02-29 13:00:08,0.332667,959.09344,0.0
2024-02-29 13:00:08,0.332667,961.92,0.0
2024-02-29 13:00:08,0.333834,961.92,0.0
2024-02-29 13:00:08,0.333834,958.56,0.0
2024-02-29 13:00:08,0.332852,958.56,0.0
2024-02-29 13:00:09,0.332852,961.38672,0.0
2024-02-29 13:00:09,0.332575,961.38672,0.0
2024-02-29 13:00:09,0.332575,962.18672,0.0
2024-02-29 13:00:09,0.335739,962.18672,0.0
2024-02-29 13:00:09,0.335739,953.12024,0.0
2024-02-29 13:00:09,0.334131,953.12024,0.0
2024-02-29 13:00:09,0.334131,957.70664,0.0
2024-02-29 13:00:10,0.334261,957.70664,0.0
2024-02-29 13:00:10,0.334261,957.33328,0.0
2024-02-29 13:00:10,0.334336,957.33328,0.0
2024-02-29 13:00:10,0.334336,957.12,0.0
2024-02-29 13:00:10,0.33276,957.12,0.0
2024-02-29 13:00:10,0.33276,961.65344,0.0
2024-02-29 13:00:11,0.330596,961.65344,0.0
2024-02-29 13:00:11,0.330596,967.94672,0.0
2024-02-29 13:00:11,0.334616,967.94672,0.0
2024-02-29 13:00:11,0.334616,956.32024,0.0
2024-02-29 13:00:11,0.333667,956.32024,0.0
2024-02-29 13:00:11,0.333667,959.04,0.0
2024-02-29 13:00:11,0.331968,959.04,0.0
2024-02-29 13:00:12,0.331968,963.94672,0.0
2024-02-29 13:00:12,0.331546,963.94672,0.0
2024-02-29 13:00:12,0.331546,965.17344,0.0
2024-02-29 13:00:12,0.333852,965.17344,0.0
2024-02-29 13:00:12,0.333852,958.50672,0.0
2024-02-29 13:00:12,0.334952,958.50672,0.0
2024-02-29 13:00:12,0.334952,955.36,0.0
2024-02-29 13:00:13,0.331693,955.36,0.0
2024-02-29 13:00:13,0.331693,964.74672,0.0
2024-02-29 13:00:13,0.3335,964.74672,0.0
2024-02-29 13:00:13,0.3335,959.51992,0.0
2024-02-29 13:00:13,0.332944,959.51992,0.0
2024-02-29 13:00:13,0.332944,961.12,0.0
2024-02-29 13:00:14,0.332778,961.12,0.0
2024-02-29 13:00:14,0.332778,961.6,0.0
2024-02-29 13:00:14,0.335758,961.6,0.0
2024-02-29 13:00:14,0.335758,953.06664,0.0
2024-02-29 13:00:14,0.331674,953.06664,0.0
2024-02-29 13:00:15,0.331674,964.8,0.0
2024-02-29 13:00:15,0.332907,964.8,0.0
2024-02-29 13:00:15,0.332907,961.2268,0.0
2024-02-29 13:00:15,0.333055,961.2268,0.0
2024-02-29 13:00:15,0.333055,960.8,0.0
2024-02-29 13:00:15,0.331546,960.8,0.0
2024-02-29 13:00:15,0.331546,965.17344,0.0
2024-02-29 13:00:16,0.332797,965.17344,0.0
2024-02-29 13:00:16,0.332797,961.54672,0.0
2024-02-29 13:00:16,0.333111,961.54672,0.0
2024-02-29 13:00:16,0.333111,960.64024,0.0
2024-02-29 13:00:16,0.332649,960.64024,0.0
2024-02-29 13:00:16,0.332649,961.97344,0.0
2024-02-29 13:00:17,0.331821,961.97344,0.0
2024-02-29 13:00:17,0.331821,964.37344,0.0
2024-02-29 13:00:17,0.333277,964.37344,0.0
2024-02-29 13:00:17,0.333277,960.16,0.0
2024-02-29 13:00:17,0.332631,960.16,0.0
2024-02-29 13:00:17,0.332631,962.0268,0.0
2024-02-29 13:00:17,0.334765,962.0268,0.0
2024-02-29 13:00:18,0.334765,955.89344,0.0
2024-02-29 13:00:18,0.33276,955.89344,0.0
2024-02-29 13:00:18,0.33276,961.65344,0.0
2024-02-29 13:00:18,0.334131,961.65344,0.0
2024-02-29 13:00:18,0.334131,957.70664,0.0
2024-02-29 13:00:18,0.334933,957.70664,0.0
2024-02-29 13:00:18,0.334933,955.41344,0.0
2024-02-29 13:00:19,0.331729,955.41344,0.0
2024-02-29 13:00:19,0.331729,964.63992,0.0
2024-02-29 13:00:19,0.333611,964.63992,0.0
2024-02-29 13:00:20,0.333611,959.19992,0.0
2024-02-29 13:00:20,0.333296,959.19992,0.0
2024-02-29 13:00:20,0.333296,960.10664,0.0
2024-02-29 13:00:20,0.333889,960.10664,0.0
2024-02-29 13:00:20,0.333889,958.4,0.0
2024-02-29 13:00:20,0.336568,958.4,0.0
2024-02-29 13:00:20,0.336568,950.77344,0.0
2024-02-29 13:00:21,0.33415,950.77344,0.0
2024-02-29 13:00:21,0.33415,957.65344,0.0
2024-02-29 13:00:21,0.332944,957.65344,0.0
2024-02-29 13:00:21,0.332944,961.12,0.0
2024-02-29 13:00:21,0.332262,961.12,0.0
2024-02-29 13:00:21,0.332262,963.09344,0.0
2024-02-29 13:00:22,0.33484,963.09344,0.0
2024-02-29 13:00:22,0.33484,955.68,0.0
2024-02-29 13:00:22,0.333982,955.68,0.0
2024-02-29 13:00:22,0.333982,958.13328,0.0
2024-02-29 13:00:22,0.336059,958.13328,0.0
2024-02-29 13:00:22,0.336059,952.21344,0.0
2024-02-29 13:00:22,0.333111,952.21344,0.0
2024-02-29 13:00:23,0.333111,960.64024,0.0
2024-02-29 13:00:23,0.334373,960.64024,0.0
2024-02-29 13:00:23,0.334373,957.01328,0.0
2024-02-29 13:00:23,0.333927,957.01328,0.0
2024-02-29 13:00:23,0.333927,958.29344,0.0
2024-02-29 13:00:23,0.333741,958.29344,0.0
2024-02-29 13:00:23,0.333741,958.82664,0.0
2024-02-29 13:00:24,0.33604,958.82664,0.0
2024-02-29 13:00:24,0.33604,952.26664,0.0
2024-02-29 13:00:24,0.33469,952.26664,0.0
2024-02-29 13:00:24,0.33469,956.10664,0.0
2024-02-29 13:00:24,0.337097,956.10664,0.0
2024-02-29 13:00:24,0.337097,949.28,0.0
2024-02-29 13:00:25,0.335532,949.28,0.0
2024-02-29 13:00:25,0.335532,953.70672,0.0
2024-02-29 13:00:25,0.335701,953.70672,0.0
2024-02-29 13:00:25,0.335701,953.2268,0.0
2024-02-29 13:00:26,0.331986,953.2268,0.0
2024-02-29 13:00:26,0.331986,963.89328,0.0
2024-02-29 13:00:26,0.335101,963.89328,0.0
2024-02-29 13:00:26,0.335101,954.93344,0.0
2024-02-29 13:00:26,0.335551,954.93344,0.0
2024-02-29 13:00:26,0.335551,953.6532,0.0
2024-02-29 13:00:27,0.332594,953.6532,0.0
2024-02-29 13:00:27,0.332594,962.13344,0.0
2024-02-29 13:00:27,0.335326,962.13344,0.0
2024-02-29 13:00:27,0.335326,954.29344,0.0
2024-02-29 13:00:27,0.334224,954.29344,0.0
2024-02-29 13:00:27,0.334224,957.44,0.0
2024-02-29 13:00:27,0.333796,957.44,0.0
2024-02-29 13:00:28,0.333796,958.66672,0.0
2024-02-29 13:00:28,0.332815,958.66672,0.0
2024-02-29 13:00:28,0.332815,961.49344,0.0
2024-02-29 13:00:28,0.335965,961.49344,0.0
2024-02-29 13:00:28,0.335965,952.48,0.0
2024-02-29 13:00:28,0.335064,952.48,0.0
2024-02-29 13:00:28,0.335064,955.04,0.0
2024-02-29 13:00:29,0.33557,955.04,0.0
2024-02-29 13:00:29,0.33557,953.6,0.0
2024-02-29 13:00:29,0.334168,953.6,0.0
2024-02-29 13:00:29,0.334168,957.6,0.0
2024-02-29 13:00:29,0.334896,957.6,0.0
2024-02-29 13:00:29,0.334896,955.52,0.0
2024-02-29 13:00:30,0.33217,955.52,0.0
2024-02-29 13:00:30,0.33217,963.36,0.0
2024-02-29 13:00:30,0.332428,963.36,0.0
2024-02-29 13:00:30,0.332428,962.61344,0.0
2024-02-29 13:00:30,0.334746,962.61344,0.0
2024-02-29 13:00:30,0.334746,955.94672,0.0
2024-02-29 13:00:30,0.334522,955.94672,0.0
2024-02-29 13:00:31,0.334522,956.58664,0.0
2024-02-29 13:00:31,0.333277,956.58664,0.0
2024-02-29 13:00:31,0.333277,960.16,0.0
2024-02-29 13:00:31,0.333574,960.16,0.0
2024-02-29 13:00:31,0.333574,959.30648,0.0
2024-02-29 13:00:31,0.334485,959.30648,0.0
2024-02-29 13:00:31,0.334485,956.69344,0.0
2024-02-29 13:00:32,0.334858,956.69344,0.0
2024-02-29 13:00:32,0.334858,955.62664,0.0
2024-02-29 13:00:32,0.333555,955.62664,0.0
2024-02-29 13:00:32,0.333555,959.36,0.0
2024-02-29 13:00:32,0.333333,959.36,0.0
2024-02-29 13:00:33,0.333333,960.0,0.0
2024-02-29 13:00:33,0.333741,960.0,0.0
2024-02-29 13:00:33,0.333741,958.82664,0.0
2024-02-29 13:00:33,0.330797,958.82664,0.0
2024-02-29 13:00:33,0.330797,967.36,0.0
2024-02-29 13:00:34,0.332926,967.36,0.0
2024-02-29 13:00:34,0.332926,961.17344,0.0
2024-02-29 13:00:34,0.333388,961.17344,0.0
2024-02-29 13:00:34,0.333388,959.84,0.0
2024-02-29 13:00:34,0.331162,959.84,0.0
2024-02-29 13:00:34,0.331162,966.29344,0.0
2024-02-29 13:00:35,0.333964,966.29344,0.0
2024-02-29 13:00:35,0.333964,958.18664,0.0
2024-02-29 13:00:35,0.336059,958.18664,0.0
2024-02-29 13:00:35,0.336059,952.21344,0.0
2024-02-29 13:00:35,0.33456,952.21344,0.0
2024-02-29 13:00:36,0.33456,956.48,0.0
2024-02-29 13:00:36,0.332189,956.48,0.0
2024-02-29 13:00:36,0.332189,963.30664,0.0
2024-02-29 13:00:36,0.333444,963.30664,0.0
2024-02-29 13:00:36,0.333444,959.68,0.0
2024-02-29 13:00:36,0.334336,959.68,0.0
2024-02-29 13:00:36,0.334336,957.12,0.0
2024-02-29 13:00:37,0.333685,957.12,0.0
2024-02-29 13:00:37,0.333685,958.98672,0.0
2024-02-29 13:00:37,0.333055,958.98672,0.0
2024-02-29 13:00:37,0.333055,960.8,0.0
2024-02-29 13:00:37,0.332538,960.8,0.0
2024-02-29 13:00:37,0.332538,962.29328,0.0
2024-02-29 13:00:38,0.334522,962.29328,0.0
2024-02-29 13:00:38,0.334522,956.58664,0.0
2024-02-29 13:00:38,0.332483,956.58664,0.0
2024-02-29 13:00:38,0.332483,962.45344,0.0
2024-02-29 13:00:38,0.333871,962.45344,0.0
2024-02-29 13:00:39,0.333871,958.45344,0.0
2024-02-29 13:00:39,0.334522,958.45344,0.0
2024-02-29 13:00:39,0.334522,956.58664,0.0
2024-02-29 13:00:39,0.334709,956.58664,0.0
2024-02-29 13:00:39,0.334709,956.05344,0.0
2024-02-29 13:00:39,0.332963,956.05344,0.0
2024-02-29 13:00:39,0.332963,961.06672,0.0
2024-02-29 13:00:40,0.333834,961.06672,0.0
2024-02-29 13:00:40,0.333834,958.56,0.0
2024-02-29 13:00:40,0.334858,958.56,0.0
2024-02-29 13:00:40,0.334858,955.62664,0.0
2024-02-29 13:00:40,0.335495,955.62664,0.0
2024-02-29 13:00:40,0.335495,953.81344,0.0
2024-02-29 13:00:40,0.335345,953.81344,0.0
2024-02-29 13:00:41,0.335345,954.24,0.0
2024-02-29 13:00:41,0.333148,954.24,0.0
2024-02-29 13:00:41,0.333148,960.53344,0.0
2024-02-29 13:00:41,0.332963,960.53344,0.0
2024-02-29 13:00:41,0.332963,961.06672,0.0
2024-02-29 13:00:42,0.335214,961.06672,0.0
2024-02-29 13:00:42,0.335214,954.61328,0.0
2024-02-29 13:00:42,0.333463,954.61328,0.0
2024-02-29 13:00:42,0.333463,959.62664,0.0
2024-02-29 13:00:42,0.334205,959.62664,0.0
2024-02-29 13:00:42,0.334205,957.49344,0.0
2024-02-29 13:00:43,0.336379,957.49344,0.0
2024-02-29 13:00:43,0.336379,951.30664,0.0
2024-02-29 13:00:43,0.332225,951.30664,0.0
2024-02-29 13:00:43,0.332225,963.2,0.0
2024-02-29 13:00:44,0.332502,963.2,0.0
2024-02-29 13:00:44,0.332502,962.4,0.0
2024-02-29 13:00:44,0.332225,962.4,0.0
2024-02-29 13:00:44,0.332225,963.2,0.0
2024-02-29 13:00:44,0.332963,963.2,0.0
2024-02-29 13:00:44,0.332963,961.06672,0.0
2024-02-29 13:00:45,0.334877,961.06672,0.0
2024-02-29 13:00:45,0.334877,955.57344,0.0
2024-02-29 13:00:45,0.333185,955.57344,0.0
2024-02-29 13:00:45,0.333185,960.4268,0.0
2024-02-29 13:00:45,0.336322,960.4268,0.0
2024-02-29 13:00:45,0.336322,951.46672,0.0
2024-02-29 13:00:45,0.336605,951.46672,0.0
2024-02-29 13:00:46,0.336605,950.66672,0.0
2024-02-29 13:00:46,0.333722,950.66672,0.0
2024-02-29 13:00:46,0.333722,958.88,0.0
2024-02-29 13:00:46,0.331784,958.88,0.0
2024-02-29 13:00:46,0.331784,964.48,0.0
2024-02-29 13:00:46,0.33428,964.48,0.0
2024-02-29 13:00:46,0.33428,957.28024,0.0
2024-02-29 13:00:47,0.334168,957.28024,0.0
2024-02-29 13:00:47,0.334168,957.6,0.0
2024-02-29 13:00:47,0.332225,957.6,0.0
2024-02-29 13:00:47,0.332225,963.2,0.0
2024-02-29 13:00:49,0.331876,963.2,0.0
2024-02-29 13:00:49,0.331876,964.21328,0.0
2024-02-29 13:00:49,0.335626,964.21328,0.0
2024-02-29 13:00:49,0.335626,953.44,0.0
2024-02-29 13:00:49,0.333722,953.44,0.0
2024-02-29 13:00:49,0.333722,958.88,0.0
2024-02-29 13:00:49,0.331583,958.88,0.0
2024-02-29 13:00:50,0.331583,965.0668,0.0
2024-02-29 13:00:50,0.33456,965.0668,0.0
2024-02-29 13:00:50,0.33456,956.48,0.0
2024-02-29 13:00:50,0.336417,956.48,0.0
2024-02-29 13:00:50,0.336417,951.19992,0.0
2024-02-29 13:00:50,0.33252,951.19992,0.0
2024-02-29 13:00:50,0.33252,962.34672,0.0
2024-02-29 13:00:51,0.334858,962.34672,0.0
2024-02-29 13:00:51,0.334858,955.62664,0.0
2024-02-29 13:00:51,0.334989,955.62664,0.0
2024-02-29 13:00:51,0.334989,955.25344,0.0
2024-02-29 13:00:51,0.334019,955.25344,0.0
2024-02-29 13:00:51,0.334019,958.0268,0.0
2024-02-29 13:00:52,0.337192,958.0268,0.0
2024-02-29 13:00:52,0.337192,949.01344,0.0
2024-02-29 13:00:52,0.33217,949.01344,0.0
2024-02-29 13:00:52,0.33217,963.36,0.0
2024-02-29 13:00:52,0.334354,963.36,0.0
2024-02-29 13:00:52,0.334354,957.06672,0.0
2024-02-29 13:00:52,0.333852,957.06672,0.0
2024-02-29 13:00:53,0.333852,958.50672,0.0
2024-02-29 13:00:53,0.332963,958.50672,0.0
2024-02-29 13:00:53,0.332963,961.06672,0.0
2024-02-29 13:00:53,0.333759,961.06672,0.0
2024-02-29 13:00:53,0.333759,958.77344,0.0
2024-02-29 13:00:53,0.333129,958.77344,0.0
2024-02-29 13:00:53,0.333129,960.58672,0.0
2024-02-29 13:00:54,0.335833,960.58672,0.0
2024-02-29 13:00:54,0.335833,952.85344,0.0
2024-02-29 13:00:54,0.333889,952.85344,0.0
2024-02-29 13:00:54,0.333889,958.4,0.0
2024-02-29 13:00:54,0.336134,958.4,0.0
2024-02-29 13:00:54,0.336134,952.0,0.0
2024-02-29 13:00:55,0.335664,952.0,0.0
2024-02-29 13:00:55,0.335664,953.33344,0.0
2024-02-29 13:00:55,0.332023,953.33344,0.0
2024-02-29 13:00:55,0.332023,963.78672,0.0
2024-02-29 13:00:55,0.337211,963.78672,0.0
2024-02-29 13:00:55,0.337211,948.96,0.0
2024-02-29 13:00:55,0.335326,948.96,0.0
2024-02-29 13:00:56,0.335326,954.29344,0.0
2024-02-29 13:00:56,0.333277,954.29344,0.0
2024-02-29 13:00:56,0.333277,960.16,0.0
2024-02-29 13:00:56,0.332042,960.16,0.0
2024-02-29 13:00:56,0.332042,963.73344,0.0
2024-02-29 13:00:56,0.332778,963.73344,0.0
2024-02-29 13:00:56,0.332778,961.6,0.0
2024-02-29 13:00:57,0.334597,961.6,0.0
2024-02-29 13:00:57,0.334597,956.37344,0.0
2024-02-29 13:00:57,0.335101,956.37344,0.0
2024-02-29 13:00:57,0.335101,954.93344,0.0
2024-02-29 13:00:57,0.331931,954.93344,0.0
2024-02-29 13:00:57,0.331931,964.05344,0.0
2024-02-29 13:00:58,0.334896,964.05344,0.0
2024-02-29 13:00:58,0.334896,955.52,0.0
2024-02-29 13:00:58,0.332594,955.52,0.0
2024-02-29 13:00:58,0.332594,962.13344,0.0
2024-02-29 13:00:58,0.334933,962.13344,0.0
2024-02-29 13:00:58,0.334933,955.41344,0.0
2024-02-29 13:00:58,0.333648,955.41344,0.0
2024-02-29 13:00:59,0.333648,959.09344,0.0
2024-02-29 13:00:59,0.331784,959.09344,0.0
2024-02-29 13:00:59,0.331784,964.48,0.0
2024-02-29 13:00:59,0.336059,964.48,0.0
2024-02-29 13:00:59,0.336059,952.21344,0.0
2024-02-29 13:00:59,0.333945,952.21344,0.0
2024-02-29 13:00:59,0.333945,958.24024,0.0
2024-02-29 13:01:00,0.332981,958.24024,0.0
2024-02-29 13:01:00,0.332981,961.01352,0.0
2024-02-29 13:01:00,0.334802,961.01352,0.0
2024-02-29 13:01:00,0.334802,955.78664,0.0
2024-02-29 13:01:00,0.336341,955.78664,0.0
2024-02-29 13:01:00,0.336341,951.41344,0.0
2024-02-29 13:01:00,0.333927,951.41344,0.0
2024-02-29 13:01:01,0.333927,958.29344,0.0
2024-02-29 13:01:01,0.333741,958.29344,0.0
2024-02-29 13:01:01,0.333741,958.82664,0.0
2024-02-29 13:01:02,0.333741,958.82664,0.0
2024-02-29 13:01:02,0.333741,958.82664,0.0
2024-02-29 13:01:02,0.331528,958.82664,0.0
2024-02-29 13:01:02,0.331528,965.2268,0.0
2024-02-29 13:01:02,0.333055,965.2268,0.0
2024-02-29 13:01:02,0.333055,960.8,0.0
2024-02-29 13:01:03,0.332741,960.8,0.0
2024-02-29 13:01:03,0.332741,961.70648,0.0
2024-02-29 13:01:03,0.335927,961.70648,0.0
2024-02-29 13:01:03,0.335927,952.58672,0.0
2024-02-29 13:01:03,0.332391,952.58672,0.0
2024-02-29 13:01:03,0.332391,962.72,0.0
2024-02-29 13:01:03,0.33497,962.72,0.0
2024-02-29 13:01:04,0.33497,955.30672,0.0
2024-02-29 13:01:04,0.331858,955.30672,0.0
2024-02-29 13:01:04,0.331858,964.26664,0.0
2024-02-29 13:01:04,0.33252,964.26664,0.0
2024-02-29 13:01:04,0.33252,962.34672,0.0
2024-02-29 13:01:04,0.333759,962.34672,0.0
2024-02-29 13:01:04,0.333759,958.77344,0.0
2024-02-29 13:01:05,0.333759,958.77344,0.0
2024-02-29 13:01:05,0.333759,958.77344,0.0
2024-02-29 13:01:05,0.33484,958.77344,0.0
2024-02-29 13:01:05,0.33484,955.68,0.0
2024-02-29 13:01:05,0.335064,955.68,0.0
2024-02-29 13:01:05,0.335064,955.04,0.0
2024-02-29 13:01:05,0.335008,955.04,0.0
2024-02-29 13:01:06,0.335008,955.2,0.0
2024-02-29 13:01:06,0.334261,955.2,0.0
2024-02-29 13:01:06,0.334261,957.33328,0.0
2024-02-29 13:01:06,0.336379,957.33328,0.0
2024-02-29 13:01:06,0.336379,951.30664,0.0
2024-02-29 13:01:06,0.335983,951.30664,0.0
2024-02-29 13:01:07,0.335983,952.42664,0.0
2024-02-29 13:01:07,0.332428,952.42664,0.0
2024-02-29 13:01:07,0.332428,962.61344,0.0
2024-02-29 13:01:07,0.335401,962.61344,0.0
2024-02-29 13:01:07,0.335401,954.08,0.0
2024-02-29 13:01:07,0.335871,954.08,0.0
2024-02-29 13:01:07,0.335871,952.7468,0.0
2024-02-29 13:01:08,0.332207,952.7468,0.0
2024-02-29 13:01:08,0.332207,963.25344,0.0
2024-02-29 13:01:08,0.333314,963.25344,0.0
2024-02-29 13:01:08,0.333314,960.05344,0.0
2024-02-29 13:01:08,0.333796,960.05344,0.0
2024-02-29 13:01:08,0.333796,958.66672,0.0
2024-02-29 13:01:09,0.333074,958.66672,0.0
2024-02-29 13:01:09,0.333074,960.74648,0.0
2024-02-29 13:01:09,0.33512,960.74648,0.0
2024-02-29 13:01:09,0.33512,954.87992,0.0
2024-02-29 13:01:09,0.333518,954.87992,0.0
2024-02-29 13:01:09,0.333518,959.4668,0.0
2024-02-29 13:01:10,0.3367,959.4668,0.0
2024-02-29 13:01:10,0.3367,950.4,0.0
2024-02-29 13:01:10,0.33184,950.4,0.0
2024-02-29 13:01:10,0.33184,964.32,0.0
2024-02-29 13:01:10,0.332594,964.32,0.0
2024-02-29 13:01:10,0.332594,962.13344,0.0
2024-02-29 13:01:11,0.334896,962.13344,0.0
2024-02-29 13:01:11,0.334896,955.52,0.0
2024-02-29 13:01:11,0.332649,955.52,0.0
2024-02-29 13:01:11,0.332649,961.97344,0.0
2024-02-29 13:01:11,0.334131,961.97344,0.0
2024-02-29 13:01:12,0.334131,957.70664,0.0
2024-02-29 13:01:12,0.335101,957.70664,0.0
2024-02-29 13:01:12,0.335101,954.93344,0.0
2024-02-29 13:01:12,0.335701,954.93344,0.0
2024-02-29 13:01:12,0.335701,953.2268,0.0
2024-02-29 13:01:12,0.335589,953.2268,0.0
2024-02-29 13:01:12,0.335589,953.54672,0.0
2024-02-29 13:01:13,0.333296,953.54672,0.0
2024-02-29 13:01:13,0.333296,960.10664,0.0
2024-02-29 13:01:13,0.331784,960.10664,0.0
2024-02-29 13:01:13,0.331784,964.48,0.0
2024-02-29 13:01:13,0.332612,964.48,0.0
2024-02-29 13:01:13,0.332612,962.08,0.0
2024-02-29 13:01:14,0.333425,962.08,0.0
2024-02-29 13:01:14,0.333425,959.73344,0.0
2024-02-29 13:01:14,0.33415,959.73344,0.0
2024-02-29 13:01:14,0.33415,957.65344,0.0
2024-02-29 13:01:14,0.334466,957.65344,0.0
2024-02-29 13:01:14,0.334466,956.74648,0.0
2024-02-29 13:01:14,0.333407,956.74648,0.0
2024-02-29 13:01:15,0.333407,959.78664,0.0
2024-02-29 13:01:15,0.332465,959.78664,0.0
2024-02-29 13:01:15,0.332465,962.50664,0.0
2024-02-29 13:01:15,0.333129,962.50664,0.0
2024-02-29 13:01:15,0.333129,960.58672,0.0
2024-02-29 13:01:15,0.333314,960.58672,0.0
2024-02-29 13:01:15,0.333314,960.05344,0.0
2024-02-29 13:01:16,0.334075,960.05344,0.0
2024-02-29 13:01:16,0.334075,957.86672,0.0
2024-02-29 13:01:16,0.333871,957.86672,0.0
2024-02-29 13:01:16,0.333871,958.45344,0.0
2024-02-29 13:01:16,0.334168,958.45344,0.0
2024-02-29 13:01:16,0.334168,957.6,0.0
2024-02-29 13:01:17,0.33162,957.6,0.0
2024-02-29 13:01:17,0.33162,964.96024,0.0
2024-02-29 13:01:17,0.333203,964.96024,0.0
2024-02-29 13:01:17,0.333203,960.37344,0.0
2024-02-29 13:01:17,0.332778,960.37344,0.0
2024-02-29 13:01:17,0.332778,961.6,0.0
2024-02-29 13:01:17,0.335946,961.6,0.0
2024-02-29 13:01:18,0.335946,952.53328,0.0
